Source,Target,Weight
Henry Palmerston,Joseph Ayloffe,1
John Ross,Peter Holford,1
Ralph Verney,Taylor White,1
William Roy,Henry Palmerston,1
Paul Whichcote,Benjamin Robins,1
Arthur Pond,Joshua Iremonger,1
William Heberden,Christopher Middleton,1
John Hadley,George Lewis Scott,1
James Creed,William Dixon,1
David Papillon,William Freeman,1
Hugh Hume,George Lewis Scott,1
Joshua Iremonger,William Fauquier,1
George Shuckborough,John Cuthbert,1
George Baker,John Hadley,1
Francis Fauquier,Lewis Crusius,1
William Seward,William Heberden,1
Robert Burrow,Peter Holford,1
Robert Barker Hodgkinson,Patrick Russell,1
Peter Holford,Martin Folkes,1
Henry Palmerston,Richard Huck Saunders,1
Matthew Maty,Samuel Chandler,1
Alex Russell,James Postlethwaite,1
Wellbore Ellis,John Mitchel,1
Richard Huck Saunders,William Battie,1
John Walsh,Samuel Mead,1
William Fauquier,Martin Folkes,1
John Maud,James Postlethwaite,1
George Shuckborough,William Mann Godschal,1
George Shuckborough,John Turton,1
Mark Akenside,George  Graham,1
George Lewis Scott,Christopher Middleton,1
Benjamin Prideaux,John Cooksey,1
Jeremy Dyson,George Lewis Scott,1
John Cope,Lewis Crusius,1
Charles Blagden,Cadogan,1
Joshua Iremonger,Christopher Middleton,1
John Ross,John Mitchel,1
John Maud,James Burrow,1
John Darker,George Baker,1
William Roy,Isaac Hawkins-Brown,1
Cadogan,Isaac Hawkins-Brown,1
John Colebrooke,Jeremy Dyson,1
William Russell,Charles  Feake,1
William Roy,George Baker,1
Thomas Wood,William Fauquier,1
William Russell,Francis Fauquier,1
James Porter,Robert Burrow,1
Hugh Hume,James West,1
John Hyde,Robert Watson,1
Alexander Dalrymple,Joshua Iremonger,1
Francis Wollaston,Gowin Knight,1
Samuel Chandler,Jonathan Richardson,1
Ralph Verney,Mark Akenside,1
Cadogan,Francis Fauquier,1
Alexander Aubert,James Porter,1
Joshua Iremonger,John Cooksey,1
Charleton Wollaston,John Mitchel,1
Joseph Ayloffe,Robert Barker,1
William Roy,Robert Barker,1
George Shuckborough,Samuel Hemming,1
Arthur Pond,Jonathan Richardson,1
Alexander Aubert,Charleton Wollaston,1
John Topham,Richard Kaye,1
Michael Lort,Charles Cavendish,1
James Douglas,William Battie,1
George Shuckborough,Robert Barker,1
William Seward,Peter Newcome,1
Paul Whichcote,Richard Graham,1
Anthony Shepherd,James West,1
Samuel Mead,Lewis Crusius,1
Michael Lort,George Lloyd,1
John Cope,William Seward,1
Joseph Banks,Ralph Verney,1
Henry Palmerston,Cadogan,1
William Junior Watson,Charleton Wollaston,1
Alex Russell,David Papillon,1
Anthony Shepherd,Samuel Clark,1
George Baker,Peter Holford,1
Samuel Horsley,Peter Daval,1
George Parker Macclesfield,Lewis Crusius,1
Henry Palmerston,John Ross,1
Thomas Astle,George Lewis Scott,1
William Mann Godschal,Isaac Hawkins-Brown,1
Michael Lort,Charleton Wollaston,1
Gowin Knight,Christopher Middleton,1
Robert Barker Hodgkinson,John Ross,1
William Russell,Arthur Pond,1
Henry Maty,James Burrow,1
Henry Palmerston,William Heberden,1
John Cuthbert,Alex Russell,1
Peter Holford,James Douglas,1
John Turton,James West,1
William Seward,Charles Cavendish,1
Richard Huck Saunders,John Mitchel,1
Henry Palmerston,Peter Holford,1
Thomas Wood,John Cooksey,1
Neville Maskeleyne,George Lewis Scott,1
Robert Burrow,Robert Barker,1
Henry Bolt Cay,Taylor White,1
John Darker,James Porter,1
John Hyde,George  Graham,1
George Shuckborough,Robert Barker Hodgkinson,1
William Seward,Samuel Dyer,1
Richard Kaye,Cadogan,1
William Roy,Richard Huck Saunders,1
Edward Hooper,Charleton Wollaston,1
George Parker Macclesfield,William Battie,1
James Porter,Peter Holford,1
David Papillon,James Lever,1
Charles Morton,Charles  Feake,1
Samuel Wegg,Taylor White,1
Henry Palmerston,Samuel Dyer,1
Thomas Wood,Francis Fauquier,1
James Stuart,Charles Cavendish,1
William Junior Watson,John Ellicot,1
Peter Newcome,Christopher Middleton,1
Anthony Shepherd,James Douglas,1
John Cuthbert,Thomas Wood,1
Alex Russell,Robert Watson,1
James Porter,George Lewis Scott,1
Jeremy Dyson,Jonathan Richardson,1
John Maud,Josiah Colebrooke,1
Joseph Warner,George Lewis Scott,1
John Darker,Isaac Hawkins-Brown,1
Francis Wollaston,Philip Miller,1
Michael Lort,Joshua Iremonger,1
Ralph Verney,Charles Cavendish,1
Matthew Maty,Robert Barker,1
Robert Moore,William Dixon,1
Anthony Shepherd,Samuel Dyer,1
William Junior Watson,Joseph Warner,1
Richard Huck Saunders,William Freeman,1
James Douglas,William Dixon,1
Alexander Dalrymple,Lewis Crusius,1
John Lewis Pettit,Paul Whichcote,1
Robert Barker Hodgkinson,Samuel Horsley,1
Robert Barker Hodgkinson,John Cope,1
Philip Miller,Benjamin Robins,1
Hugh Hume,Arthur Pond,1
Charles Morton,Isaac Hawkins-Brown,1
James Porter,William Heberden,1
Lewis Crusius,David Papillon,1
Francis Wollaston,Alex Russell,1
Taylor White,Joshua Iremonger,1
John Turton,Robert Barker,1
Charleton Wollaston,William Battie,1
John Ross,George Lewis Scott,1
Robert Barker Hodgkinson,William Heberden,1
Taylor White,George Lloyd,1
Henry Maty,Charles Morton,1
John Clephane,Richard Graham,1
Robert Moore,William Freeman,1
Edward Hooper,James Creed,1
James Douglas,John Colebrooke,1
Hugh Hume,Joshua Iremonger,1
Hugh Hume,Lewis Crusius,1
Joseph Planta,Josiah Colebrooke,1
Thomas Wood,Peter Daval,1
James Porter,Gowin Knight,1
Anthony Shepherd,Hugh Willoughby,1
Henry Maty,Samuel Dyer,1
Matthew Maty,Hugh Hume,1
Henry Bolt Cay,George Lloyd,1
William Roy,John Turton,1
Alexander Dalrymple,Charles Cavendish,1
Henry Maty,John Ross,1
Ralph Verney,Hugh Hume,1
Anthony Shepherd,Matthew Maty,1
Henry Bolt Cay,William Seward,1
Charles Cavendish,Lewis Crusius,1
Peter Holford,Gowin Knight,1
Michael Lort,Mark Akenside,1
William Mann Godschal,Samuel Chandler,1
William Russell,Paul Whichcote,1
Cadogan,Joseph Ayloffe,1
William Russell,Robert Watson,1
John Walsh,Gowin Knight,1
Francis Wollaston,Peter Newcome,1
Thomas Astle,Charleton Wollaston,1
Robert Barker Hodgkinson,William Watson,1
John Maud,Peter Newcome,1
William Seward,Joseph Warner,1
John Turton,Peter Holford,1
Henry Palmerston,Thomas Astle,1
Samuel Chandler,George Lloyd,1
William Musgrave,Joshua Iremonger,1
Ralph Verney,Paul Whichcote,1
Matthew Maty,Isaac Hawkins-Brown,1
John Turton,Charles Cavendish,1
Joseph Warner,John Mitchel,1
Lewis Crusius,William Fauquier,1
Mark Akenside,John Maud,1
George Shuckborough,Henry Palmerston,1
John Cuthbert,Samuel Clark,1
Francis Wollaston,Joseph Warner,1
John Topham,Michael Lort,1
Matthew Duane,William Fauquier,1
George  Graham,Hugh Willoughby,1
Samuel Wegg,Robert Moore,1
Neville Maskeleyne,Taylor White,1
Christopher Middleton,John Ellicot,1
Robert Moore,George  Graham,1
Matthew Duane,Josiah Colebrooke,1
Matthew Maty,Hugh Willoughby,1
Samuel Clark,Jeremy Dyson,1
Thomas Wood,William Heberden,1
Francis Wollaston,Joshua Iremonger,1
Peter Holford,William Heberden,1
Henry Maty,John Walsh,1
Robert Burrow,John Cooksey,1
Robert Moore,Richard Graham,1
George Baker,John Cooksey,1
Lewis Crusius,John Colebrooke,1
David Papillon,Jeremy Dyson,1
Joseph Warner,George  Graham,1
Gowin Knight,James Lever,1
William Junior Watson,Joshua Iremonger,1
Isaac Hawkins-Brown,James Gibbs,1
John Topham,William Junior Watson,1
William Junior Watson,Ralph Verney,1
James Porter,Daniel Wray,1
Samuel Chandler,William Russell,1
Cadogan,John Mitchel,1
James Porter,Samuel Clark,1
James Stuart,William Fauquier,1
Matthew Duane,John Ross,1
William Seward,Josiah Colebrooke,1
Francis Wollaston,Hugh Willoughby,1
John Hyde,Peter Holford,1
Joseph Banks,Charleton Wollaston,1
John Hyde,Isaac Hawkins-Brown,1
William Roy,Robert Burrow,1
William Seward,Michael Lort,1
Cadogan,Charles Cavendish,1
Joseph Planta,Samuel Dyer,1
Samuel Hemming,John Ross,1
Michael Lort,William Hall,1
Lewis Crusius,Jonathan Richardson,1
James Douglas,James Gibbs,1
John Topham,Anthony Shepherd,1
Samuel Clark,George Lewis Scott,1
Ralph Verney,Richard Huck Saunders,1
John Clephane,John Maud,1
Charles Blagden,Richard Huck Saunders,1
James West,David Papillon,1
Samuel Wegg,Lewis Crusius,1
Robert Watson,John Maud,1
Michael Lort,Peter Holford,1
Francis Wollaston,Samuel Chandler,1
George Shuckborough,John Smeaton,1
Henry Palmerston,William Seward,1
Alexander Dalrymple,William Fauquier,1
John Mitchel,Christopher Middleton,1
Henry Maty,Joseph Ayloffe,1
John Smeaton,William Fauquier,1
William Musgrave,Charleton Wollaston,1
George Shuckborough,Daniel Wray,1
Robert Barker Hodgkinson,Alexander Dalrymple,1
Alexander Aubert,Cadogan,1
Edward Hooper,Charles Cavendish,1
Lewis Crusius,Benjamin Robins,1
William Seward,Nicholas Munckley,1
William Seward,Daniel Wray,1
Samuel Wegg,Francis Fauquier,1
Ralph Verney,Lewis Crusius,1
John Turton,John Cope,1
Thomas Astle,William Fauquier,1
William Tempest,William Battie,1
Matthew Raper,John Mitchel,1
Peter Holford,William Dixon,1
Richard Kaye,William Fauquier,1
Charles Cavendish,John Maud,1
Henry Bolt Cay,Hugh Hume,1
Joseph Banks,Charles Cavendish,1
Robert Burrow,Cadogan,1
James Porter,Richard Huck Saunders,1
Cadogan,George Lewis Scott,1
Daniel Solander,Samuel Dyer,1
William Seward,George Parker Macclesfield,1
Henry Maty,William Junior Watson,1
Francis Wollaston,Samuel Mead,1
George Baker,William Seward,1
Samuel Horsley,George Parker Macclesfield,1
Hugh Hume,George Lloyd,1
Charles Blagden,John Lewis Pettit,1
George Shuckborough,George Baker,1
John Mitchel,James Lever,1
Samuel Mead,Charleton Wollaston,1
Henry Palmerston,John Turton,1
John Cuthbert,Charles Cavendish,1
William Fauquier,George  Graham,1
Richard Huck Saunders,Peter Holford,1
George  Graham,Jeremy Dyson,1
George Shuckborough,Matthew Maty,1
Thomas Wood,Joshua Iremonger,1
Mark Akenside,William Dixon,1
George Lloyd,Benjamin Prideaux,1
Samuel Hemming,Josiah Colebrooke,1
Michael Lort,Gowin Knight,1
Charles Blagden,Robert Barker Hodgkinson,1
Joseph Warner,William Dixon,1
David Papillon,John Maud,1
John Cuthbert,Joseph Warner,1
William Junior Watson,Cadogan,1
Thomas Astle,George Lloyd,1
Robert Moore,David Papillon,1
Samuel Mead,William Russell,1
William Seward,Thomas Birch,1
Samuel Hemming,Isaac Hawkins-Brown,1
Neville Maskeleyne,Samuel Squire,1
John Topham,Charles Morton,1
James Douglas,Martin Folkes,1
Samuel Dyer,George Lewis Scott,1
Matthew Raper,Peter Holford,1
Daines Barrington,Samuel Mead,1
Henry Maty,Neville Maskeleyne,1
Taylor White,James Gibbs,1
John Lewis Pettit,William Seward,1
Charles Cavendish,John Mitchel,1
James Porter,Cadogan,1
John Colebrooke,Benjamin Prideaux,1
John Mitchel,William Freeman,1
Robert Barker Hodgkinson,Richard Kaye,1
John Smeaton,Peter Newcome,1
Lewis Crusius,Richard Graham,1
James West,Jonathan Richardson,1
Henry Palmerston,Daines Barrington,1
Henry Maty,James West,1
Benjamin Robins,Christopher Middleton,1
Charles  Feake,John Maud,1
Alex Russell,Peter Holford,1
James Porter,Philip Miller,1
George Lewis Scott,William Dixon,1
Edward Hooper,William Hall,1
Henry Palmerston,William Junior Watson,1
John Topham,George Baker,1
James West,George Lewis Scott,1
Peter Holford,Charles  Feake,1
Charles Morton,Charleton Wollaston,1
Alex Russell,George Lewis Scott,1
William Seward,Isaac Hawkins-Brown,1
William Russell,Robert Moore,1
Taylor White,John Maud,1
James Porter,Henry Bolt Cay,1
Matthew Duane,James West,1
Samuel Mead,John Cooksey,1
William Roy,Daines Barrington,1
Robert Barker Hodgkinson,Josiah Colebrooke,1
William Battie,George Lewis Scott,1
John Lewis Pettit,Isaac Hawkins-Brown,1
James Porter,George Lloyd,1
John Cope,Francis Wollaston,1
Anthony Shepherd,James Porter,1
Samuel Mead,Michael Lort,1
William Seward,Joshua Iremonger,1
William Seward,Philip Miller,1
Peter Holford,Richard Roderick,1
John Hadley,Benjamin Prideaux,1
Henry Cavendish,Charles Stanhope,1
Samuel Wegg,Hugh Hume,1
George Baker,William Fauquier,1
Joseph Banks,Isaac Hawkins-Brown,1
Richard Kaye,John Ellicot,1
Jeremy Dyson,Benjamin Robins,1
William Roy,Anthony Shepherd,1
Lewis Crusius,James Lever,1
Henry Maty,Daniel Solander,1
Matthew Maty,John Cooksey,1
James Porter,Michael Lort,1
William Junior Watson,Peter Newcome,1
Philip Miller,Christopher Middleton,1
Mark Akenside,Benjamin Prideaux,1
Peter Holford,David Papillon,1
John Maud,John Ellicot,1
Samuel Horsley,Peter Holford,1
Samuel Wegg,George Bell,1
John Hadley,James Postlethwaite,1
Charles Blagden,Henry Maty,1
Henry Maty,Daines Barrington,1
Richard Kaye,Charles Cavendish,1
Matthew Maty,Philip Miller,1
John Ross,Wellbore Ellis,1
James Stuart,John Ellicot,1
Anthony Shepherd,Richard Huck Saunders,1
William Seward,John Ross,1
John Darker,Alex Russell,1
Lewis Crusius,Benjamin Prideaux,1
Alex Russell,Isaac Hawkins-Brown,1
Alexander Dalrymple,Charleton Wollaston,1
Joseph Planta,Daines Barrington,1
James Douglas,Benjamin Robins,1
Samuel Horsley,Hugh Hume,1
Joseph Warner,Martin Folkes,1
John Cope,Peter Newcome,1
Edward Hooper,Isaac Hawkins-Brown,1
Ralph Verney,Charleton Wollaston,1
Samuel Mead,George Lloyd,1
John Turton,John Hyde,1
Daniel Solander,James West,1
Daines Barrington,Richard Huck Saunders,1
William Roy,James Porter,1
John Darker,Francis Wollaston,1
John Turton,Ralph Verney,1
Henry Maty,Alexander Aubert,1
John Darker,Richard Huck Saunders,1
John Topham,John Smeaton,1
Robert Burrow,James Creed,1
Henry Palmerston,Nicholas Munckley,1
Peter Holford,Charles Stanhope,1
Alexander Dalrymple,Gowin Knight,1
Isaac Hawkins-Brown,Joseph Ayloffe,1
Richard Kaye,Isaac Hawkins-Brown,1
William Mann Godschal,Thomas Wood,1
Thomas Astle,John Hyde,1
Charles Blagden,James Porter,1
Samuel Mead,James Creed,1
Lewis Crusius,James Creed,1
Charles Morton,Hugh Hume,1
James Porter,William Hall,1
Isaac Hawkins-Brown,William Battie,1
William Roy,Charleton Wollaston,1
Matthew Maty,George Parker Macclesfield,1
Richard Huck Saunders,Robert Barker,1
Peter Holford,Benjamin Robins,1
Edward Hooper,Taylor White,1
Samuel Chandler,Taylor White,1
Alexander Dalrymple,John Hyde,1
Samuel Clark,William Russell,1
James Lever,George Bell,1
James Porter,Matthew Maty,1
Matthew Duane,Robert Burrow,1
Michael Lort,Philip Miller,1
John Smeaton,Lewis Crusius,1
Richard Huck Saunders,James Gibbs,1
Anthony Shepherd,Philip Miller,1
William Junior Watson,John Hyde,1
Charles Blagden,John Topham,1
Alexander Aubert,George Lloyd,1
James West,Robert Moore,1
William Russell,Taylor White,1
Matthew Maty,Cadogan,1
Henry Bolt Cay,George Lewis Scott,1
John Smeaton,Mark Akenside,1
John Lewis Pettit,Hugh Hume,1
John Hyde,Benjamin Prideaux,1
Joshua Iremonger,William Freeman,1
James Porter,Ralph Verney,1
William Battie,Hugh Willoughby,1
John Lewis Pettit,Peter Holford,1
Robert Moore,William Battie,1
Henry Bolt Cay,John Cooksey,1
Alexander Aubert,Joshua Iremonger,1
Thomas Wood,John Smeaton,1
Henry Maty,Robert Burrow,1
John Topham,Matthew Maty,1
John Hadley,David Papillon,1
Charles Blagden,Charleton Wollaston,1
John Hyde,George Lewis Scott,1
William Russell,David Papillon,1
John Turton,Joshua Iremonger,1
George Shuckborough,Anthony Shepherd,1
Francis Wollaston,John Hyde,1
William Fauquier,Jeremy Dyson,1
Samuel Wegg,Arthur Pond,1
William Seward,Gowin Knight,1
John Lewis Pettit,Taylor White,1
John Hyde,James Postlethwaite,1
Alexander Dalrymple,Alex Russell,1
Peter Holford,Peter Daval,1
Henry Maty,James Stuart,1
Anthony Shepherd,Alex Russell,1
Robert Barker Hodgkinson,Henry Bolt Cay,1
Daines Barrington,John Cooksey,1
Hugh Hume,Francis Fauquier,1
Samuel Horsley,Taylor White,1
John Topham,Josiah Colebrooke,1
William Roy,William Heberden,1
Thomas Astle,Alex Russell,1
Robert Barker Hodgkinson,John Walsh,1
Michael Lort,Richard Huck Saunders,1
Charleton Wollaston,Joseph Ayloffe,1
Edward Hooper,John Cooksey,1
Daines Barrington,Charles Cavendish,1
Philip Miller,Richard Graham,1
Philip Miller,George  Graham,1
Francis Wollaston,Joseph Ayloffe,1
Edward Hooper,Ralph Verney,1
George Shuckborough,William Roy,1
Jeremy Dyson,James Lever,1
William Russell,James Creed,1
George Lloyd,William Battie,1
John Topham,Matthew Duane,1
George Shuckborough,Daines Barrington,1
John Pringle,William Freeman,1
Cadogan,John Hyde,1
Charles Blagden,Thomas Astle,1
James Porter,George Parker Macclesfield,1
George Baker,Taylor White,1
John Cope,Samuel Mead,1
John Turton,Cadogan,1
William Musgrave,Robert Barker Hodgkinson,1
Lewis Crusius,George Lloyd,1
George Baker,Francis Fauquier,1
Joseph Warner,George Lloyd,1
John Darker,John Turton,1
Samuel Hemming,Joshua Iremonger,1
Peter Holford,George  Graham,1
Richard Roderick,Christopher Middleton,1
